id,transactionDate,merchant,transactionAmountinCents,issuerId,userId,transactionStatus
385,"{""$date"":""2023-07-16T20:21:56.000Z""}",Isuzu,3938,6,cc60f2ec-8c5e-4c0e-aca3-964f68cd1439,SETTLED
386,"{""$date"":""2022-05-11T11:51:42.000Z""}",Mitsubishi,260,1,22091d69-7ed9-4ca9-82c4-2af3e6727583,SETTLED
387,"{""$date"":""2022-06-04T21:28:19.000Z""}",Lexus,2075,21,bf6c1cf8-1fdf-4c9e-b5e0-35b6824b38fd,APPROVED
388,"{""$date"":""2023-03-11T17:04:42.000Z""}",Mazda,8884,16,adafedff-7b68-4600-8ffe-b09e9f2b0ef4,APPROVED
389,"{""$date"":""2022-08-07T19:58:17.000Z""}",Saturn,3864,1,0e342960-093f-4677-b907-207c88661fdd,SETTLED
390,"{""$date"":""2022-07-02T05:34:53.000Z""}",Ford,7103,14,b6e70311-790b-4119-88c4-14d2dc6c9dd0,APPROVED
391,"{""$date"":""2022-11-19T05:53:12.000Z""}",BMW,8619,28,9e23bc1c-2533-4424-8eeb-aca80d3616a3,SETTLED
392,"{""$date"":""2023-06-15T08:26:25.000Z""}",Toyota,5500,27,0f41ebcc-9e1d-4ef5-a574-588138b39873,SETTLED
393,"{""$date"":""2023-01-23T14:03:54.000Z""}",Lamborghini,9377,8,1808577f-48ea-49ed-9a7c-df6f85aa3ce1,SETTLED
394,"{""$date"":""2022-06-14T05:35:26.000Z""}",Volvo,9764,26,572a8d2b-8b07-4ec0-8bde-d8c3ba1a2534,SETTLED
395,"{""$date"":""2022-11-15T02:42:52.000Z""}",Toyota,5152,12,922e0ec3-bef1-4299-8577-d0ff8bf40436,SETTLED
396,"{""$date"":""2022-10-10T09:44:37.000Z""}",Chevrolet,5364,20,006a99ac-c369-4582-b090-799c092d2261,APPROVED
397,"{""$date"":""2023-07-07T08:24:08.000Z""}",GMC,1139,29,a488b51d-4955-4d14-8884-d04fc7634445,APPROVED
398,"{""$date"":""2022-11-09T18:10:37.000Z""}",Mazda,4100,12,d88a6a51-e39d-449a-b709-aa7bf2798714,APPROVED
399,"{""$date"":""2022-12-09T16:23:00.000Z""}",Dodge,8949,4,ef878fdb-085c-46ca-ab84-3f31530af2c1,SETTLED
400,"{""$date"":""2022-09-25T15:47:49.000Z""}",GMC,6049,19,3bfc85a9-6074-48af-8f6d-75667dd80c76,APPROVED
401,"{""$date"":""2022-09-30T17:37:26.000Z""}",Mercedes-Benz,1494,8,04483079-4297-483d-a08e-3479627f5f5c,APPROVED
402,"{""$date"":""2022-05-25T05:57:29.000Z""}",Mitsubishi,5206,24,081559c3-e88c-4f71-8526-693c9cd10f37,SETTLED
403,"{""$date"":""2022-09-27T08:04:16.000Z""}",Kia,7721,25,b344835c-2994-41b8-83a2-337d90e68f28,SETTLED
404,"{""$date"":""2022-11-20T18:37:18.000Z""}",,769,1,eeb11f24-5003-455e-9bf0-fe6f0745436c,SETTLED
405,"{""$date"":""2022-11-03T01:11:17.000Z""}",Mitsubishi,488,7,f3388183-68f2-4bdb-9fad-718168184683,APPROVED
406,"{""$date"":""2023-02-18T19:55:08.000Z""}",MINI,3202,5,a7b01edf-5e16-4ae4-a253-8d41b40f13f1,SETTLED
407,"{""$date"":""2022-05-25T21:35:06.000Z""}",Lexus,6260,20,c3522622-0506-416b-a05c-c8bea3149b0a,APPROVED
408,"{""$date"":""2022-05-28T12:36:46.000Z""}",Volkswagen,4019,11,3e4ed6d2-81de-4647-b760-998d91073f50,APPROVED
409,"{""$date"":""2023-03-05T16:31:53.000Z""}",Volkswagen,936,3,0633c60e-e85e-428c-b07b-a4ec7788149f,APPROVED
410,"{""$date"":""2022-12-02T23:17:54.000Z""}",Dodge,2400,3,8a8dbb95-3814-480f-b1be-c2a04507bdd7,APPROVED
411,"{""$date"":""2022-07-04T01:05:56.000Z""}",Fillmore,8273,4,3dbd0b41-92c8-41e0-a14b-c794c7eede75,SETTLED
412,"{""$date"":""2022-10-05T00:44:22.000Z""}",Saturn,6025,19,0ea0210a-3728-4566-9fa9-543e42bc2605,SETTLED
413,"{""$date"":""2022-06-19T03:57:33.000Z""}",Toyota,7197,2,a7b6d7f7-edb1-4eaf-b9bd-daf7efc24f59,SETTLED
414,"{""$date"":""2023-05-20T02:34:26.000Z""}",Ford,2472,1,c30a780c-77da-40e8-a385-e7e6fc5e6db8,SETTLED
415,"{""$date"":""2022-07-15T01:27:29.000Z""}",Dodge,2675,29,4718a31a-b320-4199-8987-70e4a1590223,APPROVED
416,"{""$date"":""2022-10-19T17:51:08.000Z""}",Honda,176,2,c0fc4b5e-d29f-4d85-bb97-49ef09feecae,APPROVED
417,"{""$date"":""2022-08-23T13:33:02.000Z""}",Buick,1977,7,48513301-b52d-4f9d-a00b-60a8c8e516b3,APPROVED
418,"{""$date"":""2022-08-10T11:05:21.000Z""}",Ford,2858,8,fafc64b6-8f2c-4b5e-963b-68d8f2875f89,SETTLED
419,"{""$date"":""2022-12-06T03:39:14.000Z""}",Ford,9692,22,7cb56161-22f2-4f7b-bb42-fda719506bf8,APPROVED
420,"{""$date"":""2022-12-25T13:52:22.000Z""}",Lexus,4157,30,9e50f746-3f14-4ab4-90d8-0759ae4eff32,SETTLED
421,"{""$date"":""2023-02-07T08:06:29.000Z""}",Nissan,4660,18,90198d02-d44e-4f20-b4e5-8297b7e7b4fc,SETTLED
422,"{""$date"":""2022-07-07T16:08:14.000Z""}",Lexus,9575,10,ae36a77a-0a04-498e-81be-afd04bbb983b,SETTLED
423,"{""$date"":""2022-08-06T21:50:50.000Z""}",Volvo,2669,21,cb68ab7c-915c-4a79-9538-98ba26693e60,SETTLED
424,"{""$date"":""2022-06-18T19:52:12.000Z""}",Audi,3209,30,fd9f17ef-fae5-46e6-a34d-9fde8b11ddd9,SETTLED
425,"{""$date"":""2023-04-28T10:14:20.000Z""}",Chevrolet,9135,15,d668a1f8-f5ee-4d44-9944-2bf3e03100a6,APPROVED
426,"{""$date"":""2022-08-09T17:53:05.000Z""}",Ford,4040,24,8119d7ea-505a-4d9b-96a3-8731f5ef68fc,SETTLED
427,"{""$date"":""2022-05-24T07:29:32.000Z""}",Volkswagen,9426,19,b9a436cc-fd4a-484b-b1f6-ef9c75f84379,SETTLED
428,"{""$date"":""2022-11-28T08:04:28.000Z""}",Jeep,5710,22,c188ebe5-855f-488c-afe5-52e5f48f4479,APPROVED
429,"{""$date"":""2022-07-19T13:48:48.000Z""}",Mitsubishi,3595,14,382a9508-e2d8-4978-b56b-edb422215b0e,APPROVED
430,"{""$date"":""2022-10-15T23:46:40.000Z""}",Ferrari,6107,11,259e373c-c69c-497d-854c-da3893e411f0,APPROVED
431,"{""$date"":""2023-05-04T00:45:15.000Z""}",Suzuki,2374,3,2963c628-f129-45cf-97cb-ac104648f951,SETTLED
432,"{""$date"":""2023-05-15T12:58:03.000Z""}",Audi,2620,4,f603eb49-27b9-47bf-b724-09bbee9aa44a,SETTLED
433,"{""$date"":""2023-03-02T11:25:05.000Z""}",Buick,1536,15,9715386e-59ed-41c0-a367-f21f0ca36c29,APPROVED
434,"{""$date"":""2023-03-17T18:28:21.000Z""}",,6677,19,eaf7601c-7f68-461e-8189-9af4fb4069d0,SETTLED
435,"{""$date"":""2022-11-28T17:59:00.000Z""}",Mitsubishi,4608,20,a97dfab1-f19c-4520-bda9-cd0409c03af1,SETTLED
436,"{""$date"":""2023-03-09T03:34:20.000Z""}",Dodge,4723,28,a1e9b767-9106-4bef-8f12-c737a054b17c,APPROVED
437,"{""$date"":""2022-06-20T18:33:57.000Z""}",Saab,9243,15,a9f8e8f8-a04c-4fcc-ac8a-cc8f5fa2a966,SETTLED
438,"{""$date"":""2023-07-12T21:58:24.000Z""}",Acura,8051,10,2445e286-a9aa-4b1b-b745-002b5c611b50,APPROVED
439,"{""$date"":""2023-04-18T14:53:03.000Z""}",Kia,2987,2,5a379ca1-621d-4de1-9d66-37be5426ccf1,APPROVED
440,"{""$date"":""2022-11-29T22:00:06.000Z""}",Toyota,4365,24,32cef077-9167-41ba-9694-78e892374f87,APPROVED
441,"{""$date"":""2023-02-16T01:20:26.000Z""}",Ford,5549,18,f3ae439d-98c5-4ac4-8661-d95d66a03467,APPROVED
442,"{""$date"":""2022-07-07T11:44:24.000Z""}",Porsche,7887,26,84e5082f-d100-4728-a903-bc85ca9abf80,APPROVED
443,"{""$date"":""2022-11-23T22:45:18.000Z""}",Lexus,5646,10,0577a6d0-9627-4149-a953-bd64efa0ef95,APPROVED
444,"{""$date"":""2023-02-03T19:59:19.000Z""}",Volvo,2101,13,905bd648-f32c-457b-a4ec-98817e0248c8,APPROVED
445,"{""$date"":""2023-06-29T04:36:42.000Z""}",Volkswagen,7671,12,7bd5ba58-6242-458b-980f-424ad27c561b,APPROVED
446,"{""$date"":""2022-07-29T18:33:03.000Z""}",Buick,4542,18,2e98c605-d618-4852-aafa-09024f033f93,SETTLED
447,"{""$date"":""2023-03-11T13:18:17.000Z""}",Jeep,2879,28,9260e7da-a109-4292-b7ec-6ac06f7172bf,SETTLED
448,"{""$date"":""2022-06-20T10:15:12.000Z""}",Cadillac,715,19,20cab9f3-b61b-4e0e-8b0f-a82a486b16b8,APPROVED
449,"{""$date"":""2023-07-06T13:09:05.000Z""}",Ford,9463,10,1a3e33e0-60d1-4d0a-ab96-0f0b97a7e46f,APPROVED
450,"{""$date"":""2022-07-14T23:45:13.000Z""}",Volvo,6025,12,e8f17abb-d6dd-49a4-a3a9-6b68725062fa,APPROVED
451,"{""$date"":""2022-06-06T11:54:17.000Z""}",Lincoln,460,15,a29df550-ab3e-40d7-afc0-1fc1d210a920,APPROVED
452,"{""$date"":""2023-02-01T11:16:51.000Z""}",Ford,6011,9,e05d820c-9339-47e5-bc10-b26155dbe8ad,APPROVED
453,"{""$date"":""2022-12-14T15:07:17.000Z""}",Chevrolet,5558,8,768cb8df-741c-4e91-87ca-844e8f908338,APPROVED
454,"{""$date"":""2023-02-16T22:19:07.000Z""}",Pontiac,8436,13,b6388afb-b3b2-4076-a4c5-3ed4becd2be3,APPROVED
455,"{""$date"":""2022-11-08T01:21:28.000Z""}",Isuzu,847,17,4f2e7f8e-b2fd-42c6-b2a3-e4df3cb762da,APPROVED
456,"{""$date"":""2022-11-19T09:45:23.000Z""}",Isuzu,4714,11,cd7ff77b-75a5-4169-9f97-310dcb6aae69,SETTLED
457,"{""$date"":""2023-03-26T11:14:32.000Z""}",Pontiac,3150,4,e4e6e0d4-bdf9-46a7-b491-0fc4658da812,APPROVED
458,"{""$date"":""2023-04-17T19:37:12.000Z""}",Dodge,2156,1,1eeb96ab-c07c-4173-acc9-b23fef7a52b1,APPROVED
459,"{""$date"":""2023-01-23T14:03:08.000Z""}",BMW,847,29,d0fa5517-33ff-4c66-a265-0562e3b02d3c,APPROVED
460,"{""$date"":""2023-07-12T06:42:55.000Z""}",Mercury,6478,18,8a4e668d-db9b-45e3-b23e-9a8a8996a306,SETTLED
461,"{""$date"":""2023-04-30T18:40:44.000Z""}",GMC,3699,4,f7573511-c717-4362-bfcd-2bf8ae6e3469,APPROVED
462,"{""$date"":""2023-03-04T21:20:58.000Z""}",Porsche,6442,9,bd1162ce-1fbb-48b4-914d-988d5d65737a,SETTLED
463,"{""$date"":""2022-10-13T16:11:57.000Z""}",Oldsmobile,4661,2,d95c414f-9c3b-4a26-8ca6-06d7070296d8,APPROVED
464,"{""$date"":""2022-09-29T04:15:24.000Z""}",Chevrolet,59,15,efd51232-0138-44b5-8b5f-3b867f5adccc,APPROVED
465,"{""$date"":""2023-05-15T07:21:58.000Z""}",GMC,4008,30,cf3eeaee-d1db-4564-9158-7c7434747de0,APPROVED
466,"{""$date"":""2023-01-30T18:55:11.000Z""}",GMC,7788,6,f125d11e-cd27-480f-bdb4-5dee27e92d91,SETTLED
467,"{""$date"":""2022-09-01T17:39:12.000Z""}",BMW,5557,20,9b0e7abc-a46e-4533-82c8-e88a7eb30d33,APPROVED
468,"{""$date"":""2022-06-12T10:21:08.000Z""}",GMC,8788,5,4d210456-13e3-4205-967a-a23b6201605b,SETTLED
469,"{""$date"":""2022-11-12T23:46:45.000Z""}",BMW,2894,19,260183c6-aaeb-4c77-9a34-6c3d4e926627,SETTLED
470,"{""$date"":""2022-07-09T02:03:44.000Z""}",Chevrolet,5137,21,89285143-f4b5-43de-a4ba-5ba084be9b05,APPROVED
471,"{""$date"":""2023-04-01T05:13:51.000Z""}",Audi,2455,19,75361e26-299a-4ad1-b44a-93a9821078f8,SETTLED
472,"{""$date"":""2023-05-18T05:34:44.000Z""}",Volkswagen,2985,27,ce45e3d5-e132-4b09-84e7-b1d40684587f,APPROVED
473,"{""$date"":""2023-06-27T16:59:54.000Z""}",Ford,6283,24,53fe22d9-2172-4a40-8e1a-936c6504cca1,APPROVED
474,"{""$date"":""2023-03-26T08:48:46.000Z""}",Buick,5852,14,bb65875a-b13b-441e-bbb4-d2e5c65c1704,APPROVED
475,"{""$date"":""2022-10-19T18:20:37.000Z""}",,722,12,008f37cd-dd63-4789-9184-86191d33692b,SETTLED
476,"{""$date"":""2022-08-13T17:06:16.000Z""}",Honda,4744,1,e25cf4d6-e0d0-4365-ac7a-0a22ad2f8456,APPROVED
477,"{""$date"":""2023-05-26T06:09:54.000Z""}",Nissan,1142,5,7454aca4-ab13-47a2-9ee8-82b478074618,SETTLED
478,"{""$date"":""2022-07-18T16:02:41.000Z""}",Toyota,493,20,ae20d13e-ae7e-4da9-bf50-ef45763b3cbf,APPROVED
479,"{""$date"":""2023-04-09T05:26:02.000Z""}",Kia,305,1,2dc7c66b-be52-4976-ae53-efcf788424ff,SETTLED
480,"{""$date"":""2022-08-27T07:00:00.000Z""}",Acura,2501,1,ad2ad4fd-55d1-421a-bb73-62aeab06a7d7,APPROVED
481,"{""$date"":""2023-02-10T14:06:54.000Z""}",Ford,5381,30,3a23e234-8137-480e-80a9-eb938a9c7619,SETTLED
482,"{""$date"":""2023-03-25T14:04:27.000Z""}",Acura,5797,22,41dd4bc6-a868-4462-ac5c-17f3284e5a5c,SETTLED
483,"{""$date"":""2023-05-05T00:21:35.000Z""}",BMW,5773,25,b6d39cd2-35eb-4a20-8a1f-750d28a1f5db,SETTLED
484,"{""$date"":""2023-02-06T12:34:37.000Z""}",Mitsubishi,2853,2,1f871c31-d242-4c8f-a42d-d10b35de3075,APPROVED
485,"{""$date"":""2022-06-20T11:43:33.000Z""}",Ford,9634,12,75aae171-d3d2-43a3-9182-14d39fc2042c,SETTLED
486,"{""$date"":""2022-07-14T15:26:14.000Z""}",Ford,843,24,4787f4a4-34fd-466d-9da6-75eba77e11e3,SETTLED
487,"{""$date"":""2023-07-14T02:09:05.000Z""}",Porsche,9003,20,0a18caea-030d-445d-9daf-cab09a032e07,APPROVED
488,"{""$date"":""2022-09-30T09:56:07.000Z""}",Ford,2238,30,028f2b54-6660-4f6b-93f5-ae4b61ed6c7b,SETTLED
489,"{""$date"":""2022-11-01T17:17:26.000Z""}",Isuzu,9802,18,6c1f2033-fa06-423d-8b67-eb0847556081,APPROVED
490,"{""$date"":""2022-10-31T14:03:26.000Z""}",Honda,8859,28,5a77e413-cb56-4ac0-ad0d-884367d446f9,APPROVED
491,"{""$date"":""2023-04-21T01:02:11.000Z""}",Isuzu,4112,10,adc36670-ff40-44dc-9bdc-9c8ffec0107d,APPROVED
492,"{""$date"":""2023-06-09T20:53:33.000Z""}",Land Rover,1642,1,bf1c405c-258d-4b1c-8709-1235ff6315a8,SETTLED
493,"{""$date"":""2023-02-18T09:09:08.000Z""}",Audi,898,29,51f979ce-4d54-44e2-9c6d-60050f723e21,SETTLED
494,"{""$date"":""2022-12-03T18:42:50.000Z""}",Lamborghini,7774,23,51f314fa-6d00-4f78-b178-5254578d943b,SETTLED
495,"{""$date"":""2023-07-01T19:18:32.000Z""}",Ford,8654,23,af5e6d32-2311-4897-aae1-6831e0e3e161,APPROVED
496,"{""$date"":""2022-12-17T00:31:02.000Z""}",Ford,8655,12,dead63c0-7c56-4953-a3b1-6cda9fccdd94,APPROVED
497,"{""$date"":""2022-11-12T18:19:17.000Z""}",Mitsubishi,7221,30,3bd39010-e7ea-4d98-9014-ed5b727aadce,APPROVED
498,"{""$date"":""2023-01-28T19:57:08.000Z""}",GMC,2143,3,71b863de-a9b1-4b53-a98b-4898fa8380e4,APPROVED
499,"{""$date"":""2022-09-28T16:58:04.000Z""}",Dodge,4478,13,e32f4c6f-a4af-44b7-9db6-3466fa2df901,SETTLED
500,"{""$date"":""2022-10-30T02:22:08.000Z""}",Nissan,692,24,10724ddf-e3de-419e-a499-6e7a421eda88,SETTLED
501,"{""$date"":""2022-08-19T19:21:06.000Z""}",Saturn,5481,26,ee462579-c763-4b50-9525-1c3adb81b946,SETTLED
502,"{""$date"":""2022-10-30T20:49:25.000Z""}",Volvo,2957,14,d94e6f35-6a94-41ed-b01c-a5965092a8c0,SETTLED
503,"{""$date"":""2022-08-17T16:57:41.000Z""}",Lincoln,3227,20,495962f2-4df7-48b8-b898-6febbee1e10b,APPROVED
504,"{""$date"":""2023-07-01T09:52:26.000Z""}",Cadillac,6230,19,882b95dc-61d4-41f2-a4bd-9e6f82ccec87,APPROVED
505,"{""$date"":""2023-03-19T10:08:30.000Z""}",Saab,2544,30,4b4ddf37-a4f6-45fb-8853-cbf501d5c7c9,APPROVED
506,"{""$date"":""2023-03-26T04:53:15.000Z""}",Toyota,2728,17,6893ffff-56df-4547-b142-543889458c80,SETTLED
507,"{""$date"":""2023-01-29T13:25:09.000Z""}",BMW,9985,29,7ea7b180-2837-44d6-927b-3e5f39f4c343,APPROVED
508,"{""$date"":""2022-06-19T21:27:10.000Z""}",Dodge,4680,20,7e10e19b-ffad-4052-b7fd-6f9479457786,APPROVED
509,"{""$date"":""2023-04-16T14:42:22.000Z""}",Volvo,9817,22,c303374f-79e6-4646-ab17-79f6f6da0085,SETTLED
510,"{""$date"":""2022-08-20T12:48:30.000Z""}",Mitsubishi,9387,1,128b21e2-7a3e-4222-8e50-edf43398d2d6,SETTLED
511,"{""$date"":""2022-08-16T20:42:41.000Z""}",Mazda,7462,16,8ab25698-63a4-486d-af88-24a1514c2bff,APPROVED
512,"{""$date"":""2022-10-04T19:02:25.000Z""}",Nissan,6742,12,341c908e-2bf0-4294-a8a5-cbc30201e01e,SETTLED
513,"{""$date"":""2023-03-10T23:27:03.000Z""}",BMW,2723,30,757e13b5-2930-4215-a450-5ef9c48ae1bb,APPROVED
514,"{""$date"":""2022-12-16T06:12:02.000Z""}",Mazda,1236,4,7cb780fe-01ae-41e1-b89b-551b5eb6597e,APPROVED
515,"{""$date"":""2022-12-22T21:43:25.000Z""}",Buick,3728,10,8945605d-ff39-4c83-a418-1629ab9f3cd7,SETTLED
516,"{""$date"":""2023-04-09T16:09:11.000Z""}",Pontiac,6609,29,56640871-771e-4a20-aa4b-d3ad9dd4cccf,SETTLED
517,"{""$date"":""2022-05-18T03:17:20.000Z""}",Suzuki,2338,21,b9e56755-3a65-49ec-ab47-9463e74e2dd1,SETTLED
518,"{""$date"":""2023-01-30T09:17:53.000Z""}",Rolls-Royce,7011,21,3d34f44b-2fdb-464a-9c94-ff5d46cd32b8,APPROVED
519,"{""$date"":""2023-03-09T10:55:15.000Z""}",Suzuki,9299,24,2c1a4a0c-b9d2-4c09-8b7f-2c68820e61b3,APPROVED
520,"{""$date"":""2022-09-06T02:50:02.000Z""}",Mitsubishi,9592,26,b9c457c8-f73d-442f-a49e-972bb6f0003e,APPROVED
521,"{""$date"":""2023-04-04T03:18:45.000Z""}",Infiniti,8001,23,95760eea-ebfc-4703-a20c-bae0dd222882,APPROVED
522,"{""$date"":""2022-11-19T11:13:09.000Z""}",Toyota,9285,16,d82a6b36-47a8-461d-a4e3-602bb09d7e68,APPROVED
523,"{""$date"":""2022-07-16T23:05:08.000Z""}",Kia,6283,3,c2e768bf-0e07-4f80-a519-b064303bd441,APPROVED
524,"{""$date"":""2023-02-27T19:03:08.000Z""}",Cadillac,1761,21,f8f902ab-7530-4454-82a2-ac0ce8e627ef,APPROVED
525,"{""$date"":""2022-09-25T08:07:11.000Z""}",Buick,8904,14,95d44c68-69d2-4df2-9665-d0e529099855,SETTLED
526,"{""$date"":""2022-05-21T02:10:21.000Z""}",Mitsubishi,8280,7,c41c6698-5250-4387-97f6-7100e1e41a58,SETTLED
527,"{""$date"":""2023-03-22T06:11:44.000Z""}",Ford,4535,6,e8522efc-8b46-4e61-a1c5-0fc0aedba503,SETTLED
528,"{""$date"":""2023-06-27T08:44:21.000Z""}",GMC,174,29,02425bc9-a11b-4c53-84b0-64ca83195098,SETTLED
529,"{""$date"":""2022-11-26T13:59:13.000Z""}",Hyundai,6269,23,57a82e0a-06d3-47a5-8f2e-644c14525d12,APPROVED
530,"{""$date"":""2022-06-11T01:14:45.000Z""}",Ford,7029,13,61e41913-5f4e-4ac4-9fb0-031c1131d7c7,APPROVED
531,"{""$date"":""2022-10-25T22:01:17.000Z""}",Toyota,6546,19,b72f1c14-da3a-41fa-b756-82cb0c169e26,SETTLED
532,"{""$date"":""2023-04-05T06:05:35.000Z""}",Renault,3694,9,e2cfbd3e-69b9-4e24-b68e-6a1377703cd8,APPROVED
533,"{""$date"":""2023-02-10T12:29:10.000Z""}",Jeep,1077,29,a985b0d8-07e3-4016-aefa-2c957e336e92,APPROVED
534,"{""$date"":""2022-08-31T21:20:52.000Z""}",Toyota,6106,23,dc92506b-137d-4b1f-b167-6e313239df62,APPROVED
535,"{""$date"":""2023-04-01T17:20:08.000Z""}",Volkswagen,9318,24,58cf78ae-50e1-43f5-996c-e90638d26529,SETTLED
536,"{""$date"":""2022-09-23T19:10:25.000Z""}",Mercury,7302,29,025b6dfc-6f2b-4717-80ca-063ff59f0fd3,SETTLED
537,"{""$date"":""2023-06-14T06:26:43.000Z""}",Toyota,9208,20,85af7efe-cabb-4a7c-b960-572aa2948a9e,APPROVED
538,"{""$date"":""2023-01-09T16:48:10.000Z""}",Mercury,9497,6,8fca6fea-5d6d-4ec2-a79d-001d85885342,SETTLED
539,"{""$date"":""2022-11-02T10:35:17.000Z""}",Chevrolet,4445,15,cffe855e-7b6f-44bd-8e22-d6a31e1e941f,SETTLED
540,"{""$date"":""2022-08-01T09:58:32.000Z""}",Toyota,3060,13,9c11e886-6d0c-4ce9-86c3-23cc1f95b07f,APPROVED
541,"{""$date"":""2022-08-10T05:18:16.000Z""}",Chevrolet,5464,5,af70393b-1608-4af9-b89f-dc78f72de591,SETTLED
542,"{""$date"":""2022-09-08T03:32:30.000Z""}",Chevrolet,1055,4,fd722fbd-9cd6-47d0-b479-8b69e7b93b1d,APPROVED
543,"{""$date"":""2023-05-26T09:21:32.000Z""}",Dodge,8482,8,966bd407-f2b6-46de-b88b-54691ad640ca,APPROVED
544,"{""$date"":""2023-06-26T01:03:39.000Z""}",Ford,5085,29,590f4599-49ef-4a6b-9ce8-7b80cc3b56a1,APPROVED
545,"{""$date"":""2023-06-20T20:17:57.000Z""}",Lamborghini,1651,13,6bec937f-9e92-417d-9a42-36df9b6d94a5,APPROVED
546,"{""$date"":""2022-09-30T09:43:34.000Z""}",GMC,7914,29,8ed279f1-e9f2-4bfc-8255-606cfce8e136,SETTLED
547,"{""$date"":""2022-08-16T09:07:32.000Z""}",Mitsubishi,3344,28,a6e32050-462b-4653-89ca-b277786753ff,APPROVED
548,"{""$date"":""2023-07-15T18:47:50.000Z""}",Toyota,5804,14,706da718-afd9-4a2b-a91d-5fab9a18271f,SETTLED
549,"{""$date"":""2022-08-17T15:12:23.000Z""}",Chevrolet,8233,22,93556d77-71ee-4f56-9e9b-a3bfbf63fe93,APPROVED
550,"{""$date"":""2023-01-01T19:01:07.000Z""}",Toyota,2698,17,f18af6dc-5912-4d26-bfcd-28391cff148d,APPROVED
551,"{""$date"":""2022-09-15T08:43:05.000Z""}",Chevrolet,7726,24,b6a14d61-3817-485f-8568-ec3d5f6c25f0,SETTLED
552,"{""$date"":""2023-02-06T03:26:12.000Z""}",Acura,7428,25,287ebd00-81ce-4f09-9a4a-7c70c7d7702e,APPROVED
553,"{""$date"":""2022-11-15T23:34:21.000Z""}",Jaguar,2728,14,e6c3fdb3-adc2-4e76-824c-957509555e76,APPROVED
554,"{""$date"":""2022-10-28T11:58:32.000Z""}",Ford,4719,30,c3bc2235-9baf-44d0-8ecc-8bddbef2cf72,SETTLED
555,"{""$date"":""2022-05-13T00:56:48.000Z""}",Chevrolet,7797,13,332a1228-4459-4423-b628-25fdd76a2abc,SETTLED
556,"{""$date"":""2023-06-28T12:45:21.000Z""}",Acura,5792,8,aa369866-c65e-4602-8ad6-dfe6c4827906,APPROVED
557,"{""$date"":""2022-08-20T01:13:03.000Z""}",,4001,25,515dacc5-21de-4095-a0c1-802f4c5aee10,APPROVED
558,"{""$date"":""2023-07-01T17:50:01.000Z""}",Ford,5741,11,aeb587c4-770d-44f5-b307-8b9b03fa38c5,APPROVED
559,"{""$date"":""2022-05-24T03:04:37.000Z""}",Plymouth,8392,10,29adb779-5908-4f5d-bfd7-68dd163a8d70,APPROVED
560,"{""$date"":""2022-10-08T13:18:42.000Z""}",,3774,2,4c401f2f-900f-454d-b9c2-6744bbd44973,APPROVED
561,"{""$date"":""2023-07-10T06:42:09.000Z""}",Chrysler,5198,20,991ac137-042d-4c6e-98cf-aca8299590e9,APPROVED
562,"{""$date"":""2022-05-19T22:19:54.000Z""}",Ford,8271,27,a0307868-7f28-4bc2-aa80-293baad5acc8,SETTLED
563,"{""$date"":""2022-08-03T23:50:10.000Z""}",Volkswagen,5708,29,baa3ef04-54f7-412f-8672-5d10a4b67840,APPROVED
564,"{""$date"":""2023-03-14T00:32:07.000Z""}",Ford,9179,24,8d131cf6-66ef-49a1-8dae-c3d23e718910,SETTLED
565,"{""$date"":""2022-06-10T19:44:56.000Z""}",Oldsmobile,1887,7,b92d0c13-e100-4f93-9f2d-67f28e8f71ef,SETTLED
566,"{""$date"":""2022-10-14T03:23:41.000Z""}",Tesla,5488,8,d3819523-adaa-4787-9ada-089837c24b53,APPROVED
567,"{""$date"":""2023-05-20T11:38:07.000Z""}",Chrysler,5743,10,5955e976-d91c-4c41-859a-c263348a3ade,SETTLED
568,"{""$date"":""2023-02-15T09:18:35.000Z""}",Toyota,8006,26,7bda843a-8838-4824-8cc9-17b8142743df,SETTLED
569,"{""$date"":""2022-10-30T17:21:22.000Z""}",Pontiac,6682,5,1ae3a8d2-2f0b-4c49-93fa-f402ecbaeacc,APPROVED
570,"{""$date"":""2023-03-26T02:53:49.000Z""}",Honda,675,16,69074dc0-512d-4313-bdbd-7d6f5f70c2f8,SETTLED
571,"{""$date"":""2022-07-02T01:26:48.000Z""}",Chevrolet,1724,13,9d6b7649-9141-43d3-a446-f1117aeb51f4,SETTLED
572,"{""$date"":""2023-02-17T15:14:21.000Z""}",Pontiac,751,12,fc200cb6-03f6-46e6-bb58-c50a24ec54b9,APPROVED
573,"{""$date"":""2022-09-24T12:05:21.000Z""}",Acura,2012,5,bec4f5fa-8462-4247-a9a0-35764aff6627,SETTLED
574,"{""$date"":""2022-11-23T04:48:05.000Z""}",Audi,4198,19,ff2c2a15-cfe1-485b-88c3-c70267db9952,APPROVED
575,"{""$date"":""2023-06-08T13:45:21.000Z""}",Hyundai,2186,9,1586d68f-0939-4a48-97e7-72fd7950a95a,SETTLED
576,"{""$date"":""2022-06-19T20:06:22.000Z""}",Pontiac,222,7,af8b27b5-dfbc-4238-81ff-6c4e84f98ce2,APPROVED
577,"{""$date"":""2023-04-23T15:17:50.000Z""}",,5968,11,7f51a519-4696-48c1-8a33-8f4db1a01de2,APPROVED
